Critic,Movie,Year,Recommends
Andy Crump,Don't Leave Home,2018,1
Andy Crump,Pet Names,2018,1
Andy Crump,Apostle,2018,1
Andy Crump,Andrei Rublev,1973,1
Andy Crump,Bisbee '17,2018,1
Andy Crump,The Old Man & the Gun,2018,1
Andy Crump,The House with a Clock in Its Walls,2018,1
Andy Crump,Fahrenheit 11/9,2018,0
Andy Crump,Lizzie,2018,0
Andy Crump,Five Fingers for Marseilles,2018,0
Andy Crump,Let the Corpses Tan (Laissez bronzer les cadavres!),2018,1
Andy Crump,Arizona,2018,1
Andy Crump,What Keeps You Alive,2018,1
Andy Crump,"The Night Is Short, Walk On Girl",2018,1
Andy Crump,Gilbert,2017,1
Andy Crump,BlacKkKlansman,2018,1
Andy Crump,Far From the Tree,2018,1
Andy Crump,Never Goin' Back,2018,1
Andy Crump,Unfriended: Dark Web,2018,0
Andy Crump,The Third Murder (Sandome no satsujin),2018,1
Andy Crump,Eighth Grade,2018,1
Andy Crump,The First Purge,2018,0
Andy Crump,The 15:17 to Paris,2018,0
Andy Crump,Damsel,2018,1
Andy Crump,The Year of Spectacular Men,2018,1
Andy Crump,Ocean's 8,2018,1
Andy Crump,Hearts Beat Loud,2018,1
Andy Crump,American Animals,2018,0
Andy Crump,The Gospel According to André,2018,1
Andy Crump,Summer 1993 (Estiu 1993),2018,1
Andy Crump,Beast,2018,1
Andy Crump,Let the Sunshine In (Un beau soleil intérieur),2018,1
Andy Crump,Revenge,2018,1
Andy Crump,White Tide: The Legend of Culebra,2018,1
Andy Crump,Lu Over the Wall (Yoake tsugeru Rû no uta),2018,1
Andy Crump,Mrs. Hyde (Madame Hyde),2018,0
Andy Crump,Kings,2018,0
Andy Crump,Super Troopers 2,2018,1
Andy Crump,Godard Mon Amour (Le redoutable),2018,0
Andy Crump,Ghost Stories,2018,0
Andy Crump,The Endless,2018,1
Andy Crump,Wildling,2018,0
Andy Crump,You Were Never Really Here,2018,1
Andy Crump,The China Hustle,2018,1
Andy Crump,First Match,2018,1
Andy Crump,I Kill Giants,2018,0
Andy Crump,Oh Lucy!,2018,1
Andy Crump,The Death of Stalin,2018,1
Kevin Crust,Chef Flynn,2018,1
Kevin Crust,The New Romantic,2018,1
Kevin Crust,Late Life: The Chien-Ming Wang Story,2018,1
Kevin Crust,Bill Coors: The Will to Live,2018,1
Kevin Crust,All Square,2018,1
Kevin Crust,Moynihan,2018,1
Kevin Crust,Hillbilly,2018,1
Kevin Crust,At First Light,2018,1
Kevin Crust,White Rabbit,2018,1
Kevin Crust,The Negotiation,2018,0
Kevin Crust,Armed,2018,0
Kevin Crust,Letter from Masanjia,2018,1
Kevin Crust,Five Fingers for Marseilles,2018,1
Kevin Crust,Nelly,2018,0
Kevin Crust,Lost Child,2018,1
Kevin Crust,Rodents of Unusual Size,2018,0
Kevin Crust,Final Score,2018,1
Kevin Crust,Chasing the Win,2018,1
Kevin Crust,Restoring Tomorrow,2018,1
Kevin Crust,Cielo,2017,1
Kevin Crust,Mute,2018,0
Kevin Crust,Angels Within,2017,0
Kevin Crust,A Question of Faith,2017,0
Kevin Crust,Clash (Eshtebak),2017,1
Kevin Crust,Tommy's Honour,2017,1
Kevin Crust,Ice Guardians,2016,1
Kevin Crust,A Family Affair,2016,1
Kevin Crust,Hillsong - Let Hope Rise,2016,1
Kevin Crust,Becoming Mike Nichols,2016,1
Kevin Crust,Carl(a),2015,0
Kevin Crust,Endgame,2015,0
Kevin Crust,Mario's Story,2007,1
Kevin Crust,21,2008,0
Kevin Crust,Drillbit Taylor,2008,0
Kevin Crust,Sleepwalking,2008,0
Kevin Crust,CJ7,2008,0
Kevin Crust,The Bank Job,2008,1
Kevin Crust,Cidade dos Homens (City of Men),2007,1
Kevin Crust,Semi-Pro,2008,0
Kevin Crust,Jumper,2008,0
Kevin Crust,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2008,1
Kevin Crust,Welcome Home Roscoe Jenkins,2008,0
Kevin Crust,Strange Wilderness,2008,0
Kevin Crust,Over Her Dead Body,2008,0
Kevin Crust,Rambo (Rambo IV),2008,1
Kevin Crust,Untraceable,2008,1
Kevin Crust,Cassandra's Dream,2007,0
Kevin Crust,Cloverfield,2008,0
Kevin Crust,Running With Arnold,2007,0
Kevin Crust,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,1
Lenika Cruz,Icarus,2017,1
Lenika Cruz,The Immortal Life of Henrietta Lacks,2017,1
Lenika Cruz,Beware the Slenderman,2016,1
Lenika Cruz,Rings,2017,0
Lenika Cruz,Hidden Figures,2017,1
Lenika Cruz,Queen of Katwe,2016,1
Lenika Cruz,Miss Peregrine's Home for Peculiar Children,2016,0
Lenika Cruz,Kubo and the Two Strings,2016,1
Lenika Cruz,Now You See Me 2,2016,0
Lenika Cruz,Green Room,2016,1
Lenika Cruz,The Babadook,2014,1
Lenika Cruz,Unbroken,2014,0
Lenika Cruz,Project Almanac,2015,1
Lenika Cruz,The Lazarus Effect,2015,0
Lenika Cruz,It Follows,2015,1
Lenika Cruz,Insurgent,2015,0
Lenika Cruz,Aloha,2015,0
Lenika Cruz,Insidious: Chapter 3,2015,0
Lenika Cruz,The Gallows,2015,0
Lenika Cruz,"Goodnight Mommy (Ich seh, Ich seh)",2015,1
Lenika Cruz,The Look of Silence,2015,1
Lenika Cruz,Goosebumps,2015,0
Lenika Cruz,The Forest,2016,0
Lenika Cruz,Mustang,2015,1
Samantha Cubbison,Lu Over the Wall (Yoake tsugeru Rû no uta),2018,1
Marco Cubillo,Loving Pablo,2018,0
Marco Cubillo,The Night Eats the World (La nuit a dévoré le monde),2018,1
Marco Cubillo,Lo Más Sencillo es Complicarlo Todo,2018,0
Marco Cubillo,Downsizing,2017,1
Marco Cubillo,The Commuter,2018,1
Marco Cubillo,Call Me by Your Name,2018,1
Marco Cubillo,Atomic Blonde,2017,1
Marco Cubillo,The Hitman's Bodyguard,2017,1
Marco Cubillo,The Mummy,2017,0
Marco Cubillo,Churchill,2017,1
Marco Cubillo,Spider-Man: Homecoming,2017,1
Sarah Cullen,Halloween,2018,1
Sarah Cullen,The Nun,2018,1
Sarah Cullen,It Tolls for Thee,2017,1
Sarah Cullen,Unless,2016,1
Sarah Cullen,Black '47,2018,1
Sarah Cullen,Better Watch Out,2017,1
Sarah Cullen,The Transfiguration,2017,1
Sarah Cullen,Raw,2017,1
Sarah Cullen,Get Out,2017,1
Sarah Cullen,The Secret Life of Pets,2016,1
Sarah Cullen,Passengers,2016,0
Sarah Cullen,Absolutely Fabulous: The Movie,2016,1
Sarah Cullen,Jason Bourne,2016,1
Sarah Cullen,Arrival,2016,0
Sarah Cullen,Baden Baden,2016,1
Ed Cumming,King Lear,2018,1
Ed Cumming,Mute,2018,0
Sean K. Cureton,Action Point,2018,1
Sean K. Cureton,Super Troopers 2,2018,0
Sean K. Cureton,Outside In,2018,1
Sean K. Cureton,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,1
Sean K. Cureton,The Florida Project,2017,1
Sean K. Cureton,Brad's Status,2017,1
Sean K. Cureton,Goon: Last of the Enforcers,2017,0
Sean K. Cureton,Patti Cake$,2017,1
Sean K. Cureton,Person to Person,2017,1
Sean K. Cureton,The Lovers,2017,1
Sean K. Cureton,Chuck,2017,1
Sean K. Cureton,The Devil's Candy,2017,1
Sean K. Cureton,Wilson,2017,1
Sean K. Cureton,Youth in Oregon,2017,1
Sean K. Cureton,The Comedian,2017,0
Sean K. Cureton,Chapter & Verse,2017,1
Sean K. Cureton,Get the Girl,2017,0
Sean K. Cureton,Clown,2016,1
Sean K. Cureton,Zoom,2016,1
Sean K. Cureton,Author: The JT LeRoy Story,2016,1
Sean K. Cureton,Anonymous (Hacker),2016,0
Sean K. Cureton,Coming Through The Rye,2016,0
Sean K. Cureton,Godzilla Resurgence (Shin Godzilla),2016,1
Sean K. Cureton,Army of One,2016,0
Jacqueline Cutler,Weight of the Nation,2012,1
Greg Cwik,The Girl in the Spider's Web,2018,0
Greg Cwik,Suspiria,2018,0
Greg Cwik,The Ballad of Buster Scruggs,2018,0
Greg Cwik,Her Smell,2018,1
Greg Cwik,At Eternity's Gate,2018,0
Greg Cwik,Wildlife,2018,1
Greg Cwik,First Reformed,2018,1
Greg Cwik,Ryuichi Sakamoto: Coda,2018,0
Greg Cwik,Duck Butter,2018,0
Greg Cwik,Marrowbone,2018,0
Greg Cwik,You Were Never Really Here,2018,0
Greg Cwik,Golden Exits,2018,1
Greg Cwik,Double Lover (L'amant double),2018,1
Greg Cwik,Legend of the Mountain,2001,1
Greg Cwik,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,1
Greg Cwik,1945,2017,0
Greg Cwik,Joan Didion: The Center Will Not Hold,2017,0
Greg Cwik,The Killing of a Sacred Deer,2017,0
Greg Cwik,Wonder Wheel,2017,0
Greg Cwik,Sylvio,2017,0
Greg Cwik,Let the Sunshine In (Un beau soleil intérieur),2018,1
Greg Cwik,Before We Vanish (Sanpo suru shinryakusha),2018,1
Greg Cwik,Brawl in Cell Block 99,2017,1
Greg Cwik,Creepy (Kuripi: Itsuwari no rinjin),2016,1
Greg Cwik,The Neon Demon,2016,1
Greg Cwik,De Palma,2016,1
Greg Cwik,Hacksaw Ridge,2016,1
Greg Cwik,Evolution,2016,1
Greg Cwik,Middle School: The Worst Years of My Life,2016,0
Greg Cwik,The Secret Life of Pets,2016,1
Greg Cwik,Morgan,2016,0
Greg Cwik,An Open Secret,2015,1
Greg Cwik,Aloha,2015,0
Daniel D'Addario,My Dinner with Hervé,2018,0
Daniel D'Addario,Queen of the World,2018,1
Daniel D'Addario,70th Emmy Awards,2018,1
Daniel D'Addario,Believer,2018,1
Daniel D'Addario,The Tale,2018,1
Daniel D'Addario,Fahrenheit 451,2018,0
Daniel D'Addario,"Love, Simon",2018,0
Daniel D'Addario,90th Academy Awards,2018,1
Daniel D'Addario,Too Funny To Fail,2017,1
Daniel D'Addario,Gaga: Five Foot Two,2017,1
Daniel D'Addario,Hairspray Live!,2016,0
Daniel D'Addario,Tallulah,2016,1
Daniel D'Addario,Looking: The Movie,2016,1
Daniel D'Addario,Confirmation,2016,1
Daniel D'Addario,Everything Is Copy,2016,1
Daniel D'Addario,The Wiz Live!,2015,1
Daniel D'Addario,A Very Murray Christmas,2015,1
Daniel D'Addario,Iris,2015,1
Daniel D'Addario,The Water Diviner,2015,0
Daniel D'Addario,The Boy Next Door,2015,0
Daniel D'Addario,Horrible Bosses 2,2014,1
Daniel D'Addario,Celeste and Jesse Forever,2012,1
Mike D'Angelo,At Eternity's Gate,2018,0
Mike D'Angelo,Overlord,2018,1
Mike D'Angelo,The Front Runner,2018,0
Mike D'Angelo,Searching for Ingmar Bergman (Ingmar Bergman - Vermächtnis eines Jahrhundertgenies),2018,0
Mike D'Angelo,"Monrovia, Indiana",2018,0
Mike D'Angelo,Reservation Road,2007,1
Mike D'Angelo,Funny Games,2008,1
Mike D'Angelo,There Will Be Blood,2007,1
Mike D'Angelo,Surfwise,2007,1
Mike D'Angelo,Galveston,2018,1
Mike D'Angelo,The Happy Prince,2018,0
Mike D'Angelo,Loving Pablo,2018,0
Mike D'Angelo,306 Hollywood,2018,1
Mike D'Angelo,Assassination Nation,2018,0
Mike D'Angelo,White Boy Rick,2018,0
Mike D'Angelo,Bisbee '17,2018,1
Mike D'Angelo,Operation Finale,2018,0
Mike D'Angelo,Support the Girls,2018,1
Mike D'Angelo,"Juliet, Naked",2018,0
Mike D'Angelo,A Prayer Before Dawn,2018,0
Mike D'Angelo,Good Manners (As Boas Maneiras),2018,1
Mike D'Angelo,The Third Murder (Sandome no satsujin),2018,0
Mike D'Angelo,"Don't Worry, He Won't Get Far on Foot",2018,1
Mike D'Angelo,What Will People Say? (Hva vil folk si),2018,0
Mike D'Angelo,Dark River,2018,1
Mike D'Angelo,Three Identical Strangers,2018,1
Mike D'Angelo,Gotti,2018,0
Mike D'Angelo,Hearts Beat Loud,2018,1
Mike D'Angelo,American Animals,2018,0
Mike D'Angelo,Who We Are Now,2018,1
Mike D'Angelo,Summer 1993 (Estiu 1993),2018,1
Mike D'Angelo,Pope Francis - A Man of His Word,2018,0
Mike D'Angelo,Beast,2018,0
Mike D'Angelo,The Day After (Geu-hu),2018,0
Mike D'Angelo,The Seagull,2018,1
Mike D'Angelo,Bad Samaritan,2018,0
Mike D'Angelo,The Guardians (Les Gardiennes),2018,0
Mike D'Angelo,Mrs. Hyde (Madame Hyde),2018,0
Mike D'Angelo,Ghost Stories,2018,0
Mike D'Angelo,This Is Our Land (Chez nous),2018,1
Mike D'Angelo,The Rider,2018,1
Mike D'Angelo,Where Is Kyra?,2018,1
Mike D'Angelo,Outside In,2018,1
Mike D'Angelo,"Paul, Apostle of Christ",2018,0
Mike D'Angelo,The Workshop (L'atelier),2018,0
Mike D'Angelo,Journey's End,2018,1
Mike D'Angelo,The Outsider,2018,0
Mike D'Angelo,Claire's Camera (La caméra de Claire),2018,1
Mike D'Angelo,Werewolf,2018,1
Mike D'Angelo,The Ritual,2017,0
David D'Arcy,Amazing Grace,2018,1
David D'Arcy,Carmine Street Guitars,2018,1
David D'Arcy,Angels Are Made of Light,2018,1
David D'Arcy,The Biggest Little Farm,2019,1
David D'Arcy,Zoe,2018,1
David D'Arcy,Jurassic World: Fallen Kingdom,2018,1
David D'Arcy,State Like Sleep,2018,0
David D'Arcy,To Dust,2019,1
David D'Arcy,Mapplethorpe,2019,1
David D'Arcy,Little Woods,2018,1
David D'Arcy,The Seagull,2018,1
David D'Arcy,Diane,2018,1
David D'Arcy,Ghostbox Cowboy,2018,1
David D'Arcy,Here and Now (Blue Night),2018,0
David D'Arcy,Pacific Rim Uprising,2018,1
David D'Arcy,1985,2018,1
David D'Arcy,Tully,2018,1
David D'Arcy,For Ahkeem,2017,1
David D'Arcy,Green White Green,2016,1
David D'Arcy,Guilty (Talvar),2015,1
David D'Arcy,Veleno,2017,1
David D'Arcy,Bitter Flowers,2017,1
David D'Arcy,"The Bold, the Corrupt, and the Beautiful",2017,1
David D'Arcy,Kissing Candice,2017,1
David D'Arcy,Euphoria,2017,1
David D'Arcy,The Brawler (Mukkabaaz),2017,1
David D'Arcy,A Season in France (Une Saison en France),2017,1
David D'Arcy,This Is Congo,2018,1
David D'Arcy,Tempestad,2016,1
David D'Arcy,The Circle,2017,1
David D'Arcy,Aardvark,2018,0
David D'Arcy,Thirst Street,2017,0
David D'Arcy,My Friend Dahmer,2017,1
David D'Arcy,Abundant Acreage Available,2017,0
David D'Arcy,The Lovers,2017,1
David D'Arcy,The Fate of the Furious,2017,1
David D'Arcy,Gemini,2018,1
David D'Arcy,DRIB,2017,1
David D'Arcy,Death in Sarajevo,2016,0
David D'Arcy,Chasing Coral,2017,1
David D'Arcy,From the Balcony (Fra balkongen),2017,1
David D'Arcy,Bones of Contention,2017,1
David D'Arcy,The Trial: The State of Russia vs Oleg Sentsov,2017,1
David D'Arcy,78/52: Hitchcock's Shower Scene,2017,1
David D'Arcy,Beach Rats,2017,0
David D'Arcy,Lemon,2017,0
David D'Arcy,Menashe,2017,1
David D'Arcy,Strong Island,2017,1
David D'Arcy,City of Ghosts,2017,1
David D'Arcy,Ingrid Goes West,2017,0
Karen D'Souza,Black Panther,2018,1
Karen D'Souza,Star Wars: The Last Jedi,2017,1
Karen D'Souza,It,2017,1
Karen D'Souza,Wonder Woman,2017,1
Karen D'Souza,Get Out,2017,1
Karen D'Souza,La La Land,2016,1
Karen D'Souza,Fences,2016,1
Karen D'Souza,Florence Foster Jenkins,2016,0
Karen D'Souza,The BFG,2016,0
Karen D'Souza,Love & Friendship,2016,1
Karen D'Souza,Papa: Hemingway in Cuba,2016,0
Karen D'Souza,"Hail, Caesar!",2016,0
Karen D'Souza,Sisters,2015,1
Karen D'Souza,Suffragette,2015,1
Karen D'Souza,Crimson Peak,2015,0
Karen D'Souza,The Black Panthers: Vanguard Of The Revolution,2015,1
Karen D'Souza,Steve Jobs: Man in the Machine,2015,1
Karen D'Souza,Sunshine Superman,2015,1
Karen D'Souza,Fifty Shades of Grey,2015,0
Karen D'Souza,Into the Woods,2014,0
Karen D'Souza,Carrie,2013,0
Karen D'Souza,The World's End,2013,1
Karen D'Souza,World War Z,2013,0
Karen D'Souza,Much Ado About Nothing,2013,1
Karen D'Souza,Les Misérables,2012,1
Karen D'Souza,Rock of Ages,2012,0
Karen D'Souza,Seducing Charlie Barker,2011,1
Karen D'Souza,The Help,2011,1
Karen D'Souza,Jane Eyre,2011,1
Diana Dabrowska,Dogman,2018,1
Diana Dabrowska,First Man,2018,1
Diana Dabrowska,Parisienne (Peur De Rien),2015,1
Diana Dabrowska,Frenzy (Abluka),2015,1
Diana Dabrowska,Looking for Grace,2015,0
Diana Dabrowska,From Afar (Desde Allá),2016,1
Diana Dabrowska,The Endless River,2015,0
Diana Dabrowska,Demon,2016,1
Diana Dabrowska,The Summoning (Planetarium),2017,0
Diana Dabrowska,Blood Of My Blood (Sangue Del Mio Sangue),2015,0
Diana Dabrowska,The Danish Girl,2015,1
Diana Dabrowska,Nocturnal Animals,2016,0
Diana Dabrowska,Never Ever (À jamais),2016,0
Diana Dabrowska,Indivisible,2017,1
Diana Dabrowska,Death in Sarajevo,2016,1
Diana Dabrowska,La La Land,2016,1
Yaron Dahan,The Ballad of Buster Scruggs,2018,1
Alexa Dalby,Arrival,2016,1
Alexa Dalby,Napoléon,1929,1
Alexa Dalby,Indignation,2016,1
Alexa Dalby,Dog Eat Dog,2016,0
Alexa Dalby,Paterson,2016,1
Alexa Dalby,A United Kingdom,2017,1
Alexa Dalby,Chi-Raq,2015,1
Alexa Dalby,The Birth of a Nation,2016,1
Alexa Dalby,Mirzya,2016,1
Alexa Dalby,I Am Not a Serial Killer,2016,1
Alexa Dalby,A Monster Calls,2017,1
Alexa Dalby,La La Land,2016,1
Alexa Dalby,Manchester by the Sea,2016,1
Alexa Dalby,Wiener-Dog,2016,1
Alexa Dalby,Jackie,2016,1
Alexa Dalby,Lion,2016,1
Alexa Dalby,T2 Trainspotting,2017,1
Alexa Dalby,Denial,2016,1
Alexa Dalby,The Unknown Girl (La fille inconnue),2017,1
Alexa Dalby,Toni Erdmann,2016,1
Alexa Dalby,Prevenge,2017,1
Alexa Dalby,Hidden Figures,2017,1
Alexa Dalby,Multiple Maniacs,1970,1
Alexa Dalby,Sweet Dreams (Fai bei sogni),2016,1
Alexa Dalby,Moonlight,2016,1
Alexa Dalby,Bitter Harvest,2017,0
Alexa Dalby,It's Only the End of the World (Juste la fin du monde),2016,1
Alexa Dalby,Certain Women,2016,1
Alexa Dalby,The Student,2017,1
Alexa Dalby,The Nights of Zayandeh-Rood (Shabhaye Zayendeh-Rood),1990,1
Alexa Dalby,Elle,2016,1
Alexa Dalby,Uncertain,2017,1
Alexa Dalby,A Silent Voice (Koe no katachi),2017,1
Alexa Dalby,The Olive Tree (El olivo),2016,1
Alexa Dalby,Personal Shopper,2017,1
Alexa Dalby,Get Out,2017,1
Alexa Dalby,The Eyes of My Mother,2016,1
Alexa Dalby,Aquarius,2016,1
Alexa Dalby,Another Mother's Son,2017,1
Alexa Dalby,The Lost City of Z,2017,1
Alexa Dalby,Free Fire,2017,1
Alexa Dalby,Neruda,2016,1
Alexa Dalby,City of Tiny Lights,2016,1
Alexa Dalby,A Quiet Passion,2017,1
Alexa Dalby,Letters From Baghdad,2017,1
Alexa Dalby,The Sense Of An Ending,2017,1
Alexa Dalby,The Handmaiden (Ah-ga-ssi),2016,1
Alexa Dalby,Their Finest,2017,1
Alexa Dalby,Clash (Eshtebak),2017,1
Alexa Dalby,Heal the Living (Réparer les vivants),2017,1
Stephen Dalton,Amra and the Second Marriage,2018,1
Stephen Dalton,CAM,2018,1
Stephen Dalton,They Shall Not Grow Old,2018,1
Stephen Dalton,"Happy New Year, Colin Burstead",2018,0
Stephen Dalton,Johnny English Strikes Again,2018,0
Stephen Dalton,Nekrotronic,2018,0
Stephen Dalton,The King of Thieves,2018,0
Stephen Dalton,Let Me Fall,2018,1
Stephen Dalton,The Man Who Feels No Pain,2018,1
Stephen Dalton,Divide and Conquer: The Story of Roger Ailes,2018,1
Stephen Dalton,Farming,2018,0
Stephen Dalton,Red Joan,2019,0
Stephen Dalton,Sew the Winter to My Skin,2018,1
Stephen Dalton,One Last Deal,2018,1
Stephen Dalton,If Beale Street Could Talk,2018,1
Stephen Dalton,The Death and Life of John F. Donovan,2018,0
Stephen Dalton,Fahrenheit 11/9,2018,0
Stephen Dalton,Widows,2018,1
Stephen Dalton,Quincy,2018,1
Stephen Dalton,Gwen,2018,0
Stephen Dalton,Gloria Bell,2019,1
Stephen Dalton,Ever After (Endzeit),2018,1
Stephen Dalton,Vox Lux,2018,1
Stephen Dalton,Love 1. Dog (Dragoste 1: Câine),2018,1
Stephen Dalton,All Alone,2018,1
Stephen Dalton,Amanda,2018,1
Stephen Dalton,The Festival,2018,1
Stephen Dalton,Volcano,2018,1
Stephen Dalton,Jumpman,2018,1
Stephen Dalton,53 Wars (53 wojny),2018,1
Stephen Dalton,Crystal Swan,2018,1
Stephen Dalton,Damascus Cover,2018,0
Stephen Dalton,I Do Not Care If We Go Down in History as Barbarians (Îmi este indiferent daca în istorie vom intra ca barbari),2018,1
Stephen Dalton,Putin's Witnesses (Svideteli Putina),2018,1
Stephen Dalton,Chris the Swiss,2018,1
Stephen Dalton,Load (Teret),2017,0
Stephen Dalton,The Dead and the Others (Chuva E Cantoria Na Aldeia Dos Mortos),2018,0
Stephen Dalton,The State Against Mandela and the Others,2018,1
Stephen Dalton,Asako I & II (Netemo sametemo),2018,0
Stephen Dalton,"Murder Me, Monster (Muere, monstro, muere)",2018,0
Stephen Dalton,The World Is Yours (Le monde ou rien),2018,1
Stephen Dalton,Dear Son (Weldi),2018,1
Stephen Dalton,My Favorite Fabric (Mon tissu préféré),2018,0
Stephen Dalton,El Angel (El ángel),2018,1
Stephen Dalton,Border (Gräns),2018,1
Stephen Dalton,Anon,2018,0
Stephen Dalton,The Waldheim Waltz,2018,1
Stephen Dalton,Songwriter,2018,0
Stephen Dalton,In the Aisles (In den Gängen),2018,1
Stephen Dalton,RYUICHI SAKAMOTO: async AT THE PARK AVENUE ARMORY,2018,1
Stephen Danay,211,2018,0
Stephen Danay,Revenge,2018,1
Stephen Danay,Flower,2018,1
Stephen Danay,M.F.A.,2017,1
Stephen Danay,It Happened in L.A.,2017,0
Stephen Danay,The Killing of a Sacred Deer,2017,0
Stephen Danay,Super Dark Times,2017,1
Stephen Danay,Lady Macbeth,2017,1
Stephen Danay,The Florida Project,2017,1
Stephen Danay,Ingrid Goes West,2017,1
Stephen Danay,Wind River,2017,0
Stephen Danay,The Incredible Jessica James,2017,0
Stephen Danay,To the Bone,2017,0
Stephen Danay,The Big Sick,2017,1
Stephen Danay,Okja,2017,1
Stephen Danay,The Little Hours,2017,1
Stephen Danay,Free Fire,2017,0
Stephen Danay,Mine,2017,0
Stephen Danay,Colossal,2017,0
Stephen Danay,The Blackcoat's Daughter (February),2017,1
Stephen Danay,Headshot,2017,1
Stephen Danay,War on Everyone,2017,0
Stephen Danay,Kedi,2017,1
Stephen Danay,The Salesman (Forushande),2017,1
Stephen Danay,20th Century Women,2017,1
Stephen Danay,The Autopsy of Jane Doe,2016,1
Stephen Danay,The Hollow Point,2016,0
Stephen Danay,The Take (Bastille Day),2016,1
Stephen Danay,The Handmaiden (Ah-ga-ssi),2016,1
Stephen Danay,In a Valley of Violence,2016,1
Stephen Danay,The Eyes of My Mother,2016,1
Stephen Danay,Moonlight,2016,1
Stephen Danay,Desierto,2016,0
Stephen Danay,Richard Linklater: Dream Is Destiny,2016,1
Stephen Danay,Maggie's Plan,2016,0
Stephen Danay,The Trust,2016,1
Stephen Danay,Colonia,2016,0
Stephen Danay,Green Room,2016,1
Stephen Danay,The Invitation,2016,1
Stephen Danay,Darling,2016,0
Stephen Danay,Triple 9,2016,0
Stephen Danay,Deadpool,2016,1
Stephen Danay,The Revenant,2015,1
Stephen Danay,Ingrid Bergman in Her Own Words (Jag är Ingrid),2015,1
Stephen Danay,The Hallow (The Woods),2015,1
Stephen Danay,Cooties,2015,1
Stephen Danay,Breathe,2015,1
Stephen Danay,Z For Zachariah,2015,1
Stephen Danay,American Ultra,2015,1
Stephen Danay,Tom at the Farm,2015,1
Harris Dang,The Girl in the Spider's Web,2018,1
Harris Dang,Suspiria,2018,1
Harris Dang,A Ghost Story,2017,0
Harris Dang,To the Bone,2017,1
Harris Dang,The Beguiled,2017,1
Harris Dang,Okja,2017,1
Harris Dang,Kung-Fu Yoga,2017,0
Harris Dang,Happy End,2017,1
Harris Dang,The Forest of the Lost Souls (A Floresta das Almas Perdidas),2018,1
Harris Dang,John Wick: Chapter 2,2017,1
Harris Dang,The Innocents (Les innocentes),2016,1
Harris Dang,Free Fire,2017,1
Harris Dang,Their Finest,2017,1
Harris Dang,Colossal,2017,1
Harris Dang,Eternity (Eternité),2016,1
Harris Dang,Being 17 (Quand on a 17 ans),2016,1
Harris Dang,The Eagle Huntress,2016,1
Harris Dang,Kong: Skull Island,2017,1
Harris Dang,Fist Fight,2017,0
Harris Dang,Silence,2017,1
Harris Dang,Night School,2018,0
Harris Dang,A Simple Favor,2018,1
Harris Dang,Beast,2018,1
Harris Dang,Searching,2018,1
Harris Dang,Mile 22,2018,0
Harris Dang,Crazy Rich Asians,2018,1
Harris Dang,Bohemian Rhapsody,2018,0
Harris Dang,Fences,2016,0
Harris Dang,The Edge of Seventeen,2016,1
Harris Dang,Assassin's Creed,2016,0
Harris Dang,Allied,2016,1
Harris Dang,The Frontier,2016,1
Harris Dang,American Honey,2016,1
Harris Dang,Inferno,2016,1
Harris Dang,Trash Fire,2016,1
Harris Dang,The Love Witch,2016,1
Harris Dang,Blair Witch,2016,1
Harris Dang,My Scientology Movie,2017,1
Harris Dang,War Dogs,2016,1
Harris Dang,Kubo and the Two Strings,2016,1
Harris Dang,Sausage Party,2016,1
Harris Dang,Bad Moms,2016,1
Harris Dang,The Legend of Tarzan,2016,0
Harris Dang,The Devil's Candy,2017,1
Harris Dang,Under The Shadow,2016,1
Harris Dang,Alice In Earnestland (Seong-sil-han Na-la-ui Ael-li-seu),2015,1
Harris Dang,Finding Dory,2016,1
Harris Dang,The BFG,2016,1
Harris Dang,The Conjuring 2,2016,1
Harris Dang,The Nice Guys,2016,1
Mark Daniell,A Star Is Born,2018,1
Mark Daniell,Venom,2018,0
Mark Daniell,Christopher Robin,2018,1
Mark Daniell,Mission: Impossible - Fallout,2018,1
Mark Daniell,Ant-Man and the Wasp,2018,1
Mark Daniell,Solo: A Star Wars Story,2018,1
Mark Daniell,Deadpool 2,2018,0
Mark Daniell,Avengers: Infinity War,2018,1
Mark Daniell,Ready Player One,2018,1
Mark Daniell,Death Wish,2018,0
Mark Daniell,Star Wars: The Last Jedi,2017,1
Mark Daniell,Justice League,2017,1
Mark Daniell,Daddy's Home 2,2017,0
Mark Daniell,Blade Runner 2049,2017,1
Mark Daniell,Annabelle: Creation,2017,1
Mark Daniell,Spider-Man: Homecoming,2017,1
Mark Daniell,Cars 3,2017,1
Mark Daniell,Wonder Woman,2017,1
Mark Daniell,Baywatch,2017,0
Mark Daniell,Guardians of the Galaxy Vol. 2,2017,1
Mark Daniell,Logan,2017,1
Mark Daniell,Fist Fight,2017,0
Mark Daniell,Storks,2016,1
Mark Daniell,Don't Breathe,2016,1
Mark Daniell,The Conjuring 2,2016,1
Mark Daniell,Now You See Me 2,2016,0
Mark Daniell,50/50,2011,1
Mark Daniell,Inside Job,2010,1
Mark Daniell,Resident Evil: Afterlife,2010,0
